aircraft_id,bomb_id,display_name,nation_guess,mass_kg,mass_bucket,explosive_mass_kg,caliber_mm,drag_coef,length_m,diameter_m,velocity_limit,source_file,preset_names,match_source,is_matched,sandbox_allowed,notes
sb_25j_netherlands,us_100lb_anm30,us_100lb_anm30,USA,49.9,<100 kg,24.5,0.207,,0.976,,,us_100lb_anm30.blkx,sb_25j_netherlands_12x100lb | sb_25j_netherlands_1x1000lb_10x100lb | sb_25j_netherlands_2x500lb_6x100lb | sb_25j_netherlands_3x1000lb | sb_25j_netherlands_4x250lb | sb_25j_netherlands_4x250lb_6x100lb | sb_25j_netherlands_4x500lb | sb_25j_netherlands_8x250lb | sb_25j_netherlands_default,weaponPresets_bombguns_structural,yes,yes,
sb_25j_netherlands,us_250lb_anm57,us_250lb_anm57,USA,117.9,100-249 kg,58.5,0.274,,1.214,,,us_250lb_anm57.blkx,sb_25j_netherlands_12x100lb | sb_25j_netherlands_1x1000lb_10x100lb | sb_25j_netherlands_2x500lb_6x100lb | sb_25j_netherlands_3x1000lb | sb_25j_netherlands_4x250lb | sb_25j_netherlands_4x250lb_6x100lb | sb_25j_netherlands_4x500lb | sb_25j_netherlands_8x250lb | sb_25j_netherlands_default,weaponPresets_bombguns_structural,yes,yes,
sb_25j_netherlands,us_500lb_anm64a1,us_500lb_anm64a1,USA,242.6,100-249 kg,124.28,0.36,,1.503,,,us_500lb_anm64a1.blkx,sb_25j_netherlands_12x100lb | sb_25j_netherlands_1x1000lb_10x100lb | sb_25j_netherlands_2x500lb_6x100lb | sb_25j_netherlands_3x1000lb | sb_25j_netherlands_4x250lb | sb_25j_netherlands_4x250lb_6x100lb | sb_25j_netherlands_4x500lb | sb_25j_netherlands_8x250lb | sb_25j_netherlands_default,weaponPresets_bombguns_structural,yes,yes,
sb_2m_100,su_brab_220_1930_ap,su_brab_220_1930_ap,USSR,240.0,100-249 kg,38.2,0.278,,1.714,,,su_brab_220_1930_ap.blkx,sb_2m_100_1xbrab500 | sb_2m_100_1xfab500 | sb_2m_100_2xbrab250 | sb_2m_100_2xfab250 | sb_2m_100_6xfab100,weaponPresets_bombguns_structural,yes,yes,
sb_2m_100,su_brab_500_1938_ap,su_brab_500_1938_ap,USSR,531.3,500-999 kg,105.1,0.388,,2.388,,,su_brab_500_1938_ap.blkx,sb_2m_100_1xbrab500 | sb_2m_100_1xfab500 | sb_2m_100_2xbrab250 | sb_2m_100_2xfab250 | sb_2m_100_6xfab100,weaponPresets_bombguns_structural,yes,yes,
sb_2m_100,su_fab100x,su_fab100x,USSR,103.5,100-249 kg,36.02,0.28,,1.05,,,su_fab100x.blkx,sb_2m_100_1xbrab500 | sb_2m_100_1xfab500 | sb_2m_100_2xbrab250 | sb_2m_100_2xfab250 | sb_2m_100_6xfab100,weaponPresets_bombguns_structural,yes,yes,
sb_2m_100,su_fab250x,su_fab250x,USSR,252.2,250-499 kg,122.25,0.318,,2.163,,,su_fab250x.blkx,sb_2m_100_1xbrab500 | sb_2m_100_1xfab500 | sb_2m_100_2xbrab250 | sb_2m_100_2xfab250 | sb_2m_100_6xfab100,weaponPresets_bombguns_structural,yes,yes,
sb_2m_100,su_fab500x,su_fab500x,USSR,508.3,500-999 kg,325.0,0.45,,2.4,,,su_fab500x.blkx,sb_2m_100_1xbrab500 | sb_2m_100_1xfab500 | sb_2m_100_2xbrab250 | sb_2m_100_2xfab250 | sb_2m_100_6xfab100,weaponPresets_bombguns_structural,yes,yes,
sb_2m_100a,su_brab_220_1930_ap,su_brab_220_1930_ap,USSR,240.0,100-249 kg,38.2,0.278,,1.714,,,su_brab_220_1930_ap.blkx,sb_2m_100_1xbrab500 | sb_2m_100_1xfab500 | sb_2m_100_2xbrab250 | sb_2m_100_2xfab250 | sb_2m_100_6xfab100,weaponPresets_bombguns_structural,yes,yes,
sb_2m_100a,su_brab_500_1938_ap,su_brab_500_1938_ap,USSR,531.3,500-999 kg,105.1,0.388,,2.388,,,su_brab_500_1938_ap.blkx,sb_2m_100_1xbrab500 | sb_2m_100_1xfab500 | sb_2m_100_2xbrab250 | sb_2m_100_2xfab250 | sb_2m_100_6xfab100,weaponPresets_bombguns_structural,yes,yes,
sb_2m_100a,su_fab100x,su_fab100x,USSR,103.5,100-249 kg,36.02,0.28,,1.05,,,su_fab100x.blkx,sb_2m_100_1xbrab500 | sb_2m_100_1xfab500 | sb_2m_100_2xbrab250 | sb_2m_100_2xfab250 | sb_2m_100_6xfab100,weaponPresets_bombguns_structural,yes,yes,
sb_2m_100a,su_fab250x,su_fab250x,USSR,252.2,250-499 kg,122.25,0.318,,2.163,,,su_fab250x.blkx,sb_2m_100_1xbrab500 | sb_2m_100_1xfab500 | sb_2m_100_2xbrab250 | sb_2m_100_2xfab250 | sb_2m_100_6xfab100,weaponPresets_bombguns_structural,yes,yes,
sb_2m_100a,su_fab500x,su_fab500x,USSR,508.3,500-999 kg,325.0,0.45,,2.4,,,su_fab500x.blkx,sb_2m_100_1xbrab500 | sb_2m_100_1xfab500 | sb_2m_100_2xbrab250 | sb_2m_100_2xfab250 | sb_2m_100_6xfab100,weaponPresets_bombguns_structural,yes,yes,
sb_2m_100a_spain,su_brab_220_1930_ap,su_brab_220_1930_ap,USSR,240.0,100-249 kg,38.2,0.278,,1.714,,,su_brab_220_1930_ap.blkx,sb_2m_100_1xbrab500 | sb_2m_100_1xfab500 | sb_2m_100_2xbrab250 | sb_2m_100_2xfab250 | sb_2m_100_6xfab100,weaponPresets_bombguns_structural,yes,yes,
sb_2m_100a_spain,su_brab_500_1938_ap,su_brab_500_1938_ap,USSR,531.3,500-999 kg,105.1,0.388,,2.388,,,su_brab_500_1938_ap.blkx,sb_2m_100_1xbrab500 | sb_2m_100_1xfab500 | sb_2m_100_2xbrab250 | sb_2m_100_2xfab250 | sb_2m_100_6xfab100,weaponPresets_bombguns_structural,yes,yes,
sb_2m_100a_spain,su_fab100x,su_fab100x,USSR,103.5,100-249 kg,36.02,0.28,,1.05,,,su_fab100x.blkx,sb_2m_100_1xbrab500 | sb_2m_100_1xfab500 | sb_2m_100_2xbrab250 | sb_2m_100_2xfab250 | sb_2m_100_6xfab100,weaponPresets_bombguns_structural,yes,yes,
sb_2m_100a_spain,su_fab250x,su_fab250x,USSR,252.2,250-499 kg,122.25,0.318,,2.163,,,su_fab250x.blkx,sb_2m_100_1xbrab500 | sb_2m_100_1xfab500 | sb_2m_100_2xbrab250 | sb_2m_100_2xfab250 | sb_2m_100_6xfab100,weaponPresets_bombguns_structural,yes,yes,
sb_2m_100a_spain,su_fab500x,su_fab500x,USSR,508.3,500-999 kg,325.0,0.45,,2.4,,,su_fab500x.blkx,sb_2m_100_1xbrab500 | sb_2m_100_1xfab500 | sb_2m_100_2xbrab250 | sb_2m_100_2xfab250 | sb_2m_100_6xfab100,weaponPresets_bombguns_structural,yes,yes,
seafire_fr47,uk_250lbs,uk_250lbs,Great Britain,104.3,100-249 kg,30.7,0.259,,1.422,,,uk_250lbs.blkx,4_rockets | 8_rockets | default | seafire_fr47_2x250lbs | seafire_fr47_2x500lbs,weaponPresets_bombguns_structural,yes,yes,
seafire_fr47,uk_500lbs,uk_500lbs,Great Britain,213.1,100-249 kg,65.5,0.327,,1.793,,,uk_500lbs.blkx,4_rockets | 8_rockets | default | seafire_fr47_2x250lbs | seafire_fr47_2x500lbs,weaponPresets_bombguns_structural,yes,yes,
seafire_mk17,uk_250lbs,uk_250lbs,Great Britain,104.3,100-249 kg,30.7,0.259,,1.422,,,uk_250lbs.blkx,500lbs_2x250lbs | default | seafire_fr47_2x250lbs | seafire_mk17_3x250lbs,weaponPresets_bombguns_structural,yes,yes,
seafire_mk17,uk_500lbs,uk_500lbs,Great Britain,213.1,100-249 kg,65.5,0.327,,1.793,,,uk_500lbs.blkx,500lbs_2x250lbs | default | seafire_fr47_2x250lbs | seafire_mk17_3x250lbs,weaponPresets_bombguns_structural,yes,yes,
seafire_mk3,uk_250lbs,uk_250lbs,Great Britain,104.3,100-249 kg,30.7,0.259,,1.422,,,uk_250lbs.blkx,seafire_mk3_250lb | seafire_mk3_500lb | seafire_mk3_default,weaponPresets_bombguns_structural,yes,yes,
seafire_mk3,uk_500lbs,uk_500lbs,Great Britain,213.1,100-249 kg,65.5,0.327,,1.793,,,uk_500lbs.blkx,seafire_mk3_250lb | seafire_mk3_500lb | seafire_mk3_default,weaponPresets_bombguns_structural,yes,yes,
shackleton_mr_mk_2,uk_1000lbs_mc_mk1,uk_1000lbs_mc_mk1,Great Britain,474.4,250-499 kg,227.7,0.45,,1.844,,,uk_1000lbs_mc_mk1.blkx,shackleton_mr_mk_2_1000lbs | shackleton_mr_mk_2_1000lbs_rockets | shackleton_mr_mk_2_250lbs_rockets | shackleton_mr_mk_2_500lbs | shackleton_mr_mk_2_500lbs_rockets | shackleton_mr_mk_2_default | shackleton_mr_mk_2_rockets,weaponPresets_bombguns_structural,yes,yes,
shackleton_mr_mk_2,uk_250lbs,uk_250lbs,Great Britain,104.3,100-249 kg,30.7,0.259,,1.422,,,uk_250lbs.blkx,shackleton_mr_mk_2_1000lbs | shackleton_mr_mk_2_1000lbs_rockets | shackleton_mr_mk_2_250lbs_rockets | shackleton_mr_mk_2_500lbs | shackleton_mr_mk_2_500lbs_rockets | shackleton_mr_mk_2_default | shackleton_mr_mk_2_rockets,weaponPresets_bombguns_structural,yes,yes,
shackleton_mr_mk_2,uk_500lb_he_mc_mk2,uk_500lb_he_mc_mk2,Great Britain,213.1,100-249 kg,107.5,0.325,,1.793,,,uk_500lb_he_mc_mk2.blkx,shackleton_mr_mk_2_1000lbs | shackleton_mr_mk_2_1000lbs_rockets | shackleton_mr_mk_2_250lbs_rockets | shackleton_mr_mk_2_500lbs | shackleton_mr_mk_2_500lbs_rockets | shackleton_mr_mk_2_default | shackleton_mr_mk_2_rockets,weaponPresets_bombguns_structural,yes,yes,
sm_79_1936,it_100kg_t_vert,it_100kg_t_vert,Italy,100.0,100-249 kg,50.6,0.27,,1.3,,,it_100kg_t_vert.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs,weaponPresets_bombguns_structural,yes,yes,
sm_79_1936,it_250kg_gp,it_250kg_gp,Italy,259.0,250-499 kg,125.7,0.43,,1.85,,,it_250kg_gp.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs,weaponPresets_bombguns_structural,yes,yes,
sm_79_1936,it_500kg_gp,it_500kg_gp,Italy,508.0,500-999 kg,216.0,0.45,,2.4,,,it_500kg_gp.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs,weaponPresets_bombguns_structural,yes,yes,
sm_79_1936,it_50kg_t_vert,it_50kg_t_vert,Italy,58.0,<100 kg,25.0,0.252,,1.03,,,it_50kg_t_vert.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs,weaponPresets_bombguns_structural,yes,yes,
sm_79_1936_italy,it_100kg_t_vert,it_100kg_t_vert,Italy,100.0,100-249 kg,50.6,0.27,,1.3,,,it_100kg_t_vert.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs,weaponPresets_bombguns_structural,yes,yes,
sm_79_1936_italy,it_250kg_gp,it_250kg_gp,Italy,259.0,250-499 kg,125.7,0.43,,1.85,,,it_250kg_gp.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs,weaponPresets_bombguns_structural,yes,yes,
sm_79_1936_italy,it_500kg_gp,it_500kg_gp,Italy,508.0,500-999 kg,216.0,0.45,,2.4,,,it_500kg_gp.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs,weaponPresets_bombguns_structural,yes,yes,
sm_79_1936_italy,it_50kg_t_vert,it_50kg_t_vert,Italy,58.0,<100 kg,25.0,0.252,,1.03,,,it_50kg_t_vert.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs,weaponPresets_bombguns_structural,yes,yes,
sm_79_1937,it_100kg_t_vert,it_100kg_t_vert,Italy,100.0,100-249 kg,50.6,0.27,,1.3,,,it_100kg_t_vert.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs,weaponPresets_bombguns_structural,yes,yes,
sm_79_1937,it_250kg_gp,it_250kg_gp,Italy,259.0,250-499 kg,125.7,0.43,,1.85,,,it_250kg_gp.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs,weaponPresets_bombguns_structural,yes,yes,
sm_79_1937,it_500kg_gp,it_500kg_gp,Italy,508.0,500-999 kg,216.0,0.45,,2.4,,,it_500kg_gp.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs,weaponPresets_bombguns_structural,yes,yes,
sm_79_1937,it_50kg_t_vert,it_50kg_t_vert,Italy,58.0,<100 kg,25.0,0.252,,1.03,,,it_50kg_t_vert.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs,weaponPresets_bombguns_structural,yes,yes,
sm_79_1937_italy,it_100kg_t_vert,it_100kg_t_vert,Italy,100.0,100-249 kg,50.6,0.27,,1.3,,,it_100kg_t_vert.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs,weaponPresets_bombguns_structural,yes,yes,
sm_79_1937_italy,it_250kg_gp,it_250kg_gp,Italy,259.0,250-499 kg,125.7,0.43,,1.85,,,it_250kg_gp.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs,weaponPresets_bombguns_structural,yes,yes,
sm_79_1937_italy,it_500kg_gp,it_500kg_gp,Italy,508.0,500-999 kg,216.0,0.45,,2.4,,,it_500kg_gp.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs,weaponPresets_bombguns_structural,yes,yes,
sm_79_1937_italy,it_50kg_t_vert,it_50kg_t_vert,Italy,58.0,<100 kg,25.0,0.252,,1.03,,,it_50kg_t_vert.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs,weaponPresets_bombguns_structural,yes,yes,
sm_79_1939,it_100kg_t_vert,it_100kg_t_vert,Italy,100.0,100-249 kg,50.6,0.27,,1.3,,,it_100kg_t_vert.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs,weaponPresets_bombguns_structural,yes,yes,
sm_79_1939,it_250kg_gp,it_250kg_gp,Italy,259.0,250-499 kg,125.7,0.43,,1.85,,,it_250kg_gp.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs,weaponPresets_bombguns_structural,yes,yes,
sm_79_1939,it_500kg_gp,it_500kg_gp,Italy,508.0,500-999 kg,216.0,0.45,,2.4,,,it_500kg_gp.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs,weaponPresets_bombguns_structural,yes,yes,
sm_79_1939,it_50kg_t_vert,it_50kg_t_vert,Italy,58.0,<100 kg,25.0,0.252,,1.03,,,it_50kg_t_vert.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs,weaponPresets_bombguns_structural,yes,yes,
sm_79_1939_italy,it_100kg_t_vert,it_100kg_t_vert,Italy,100.0,100-249 kg,50.6,0.27,,1.3,,,it_100kg_t_vert.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs,weaponPresets_bombguns_structural,yes,yes,
sm_79_1939_italy,it_250kg_gp,it_250kg_gp,Italy,259.0,250-499 kg,125.7,0.43,,1.85,,,it_250kg_gp.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs,weaponPresets_bombguns_structural,yes,yes,
sm_79_1939_italy,it_500kg_gp,it_500kg_gp,Italy,508.0,500-999 kg,216.0,0.45,,2.4,,,it_500kg_gp.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs,weaponPresets_bombguns_structural,yes,yes,
sm_79_1939_italy,it_50kg_t_vert,it_50kg_t_vert,Italy,58.0,<100 kg,25.0,0.252,,1.03,,,it_50kg_t_vert.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs,weaponPresets_bombguns_structural,yes,yes,
sm_79_1941,it_100kg_t_vert,it_100kg_t_vert,Italy,100.0,100-249 kg,50.6,0.27,,1.3,,,it_100kg_t_vert.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs | torpedo,weaponPresets_bombguns_structural,yes,yes,
sm_79_1941,it_250kg_gp,it_250kg_gp,Italy,259.0,250-499 kg,125.7,0.43,,1.85,,,it_250kg_gp.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs | torpedo,weaponPresets_bombguns_structural,yes,yes,
sm_79_1941,it_500kg_gp,it_500kg_gp,Italy,508.0,500-999 kg,216.0,0.45,,2.4,,,it_500kg_gp.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs | torpedo,weaponPresets_bombguns_structural,yes,yes,
sm_79_1941,it_50kg_t_vert,it_50kg_t_vert,Italy,58.0,<100 kg,25.0,0.252,,1.03,,,it_50kg_t_vert.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs | torpedo,weaponPresets_bombguns_structural,yes,yes,
sm_79_1941_italy,it_100kg_t_vert,it_100kg_t_vert,Italy,100.0,100-249 kg,50.6,0.27,,1.3,,,it_100kg_t_vert.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs | torpedo,weaponPresets_bombguns_structural,yes,yes,
sm_79_1941_italy,it_250kg_gp,it_250kg_gp,Italy,259.0,250-499 kg,125.7,0.43,,1.85,,,it_250kg_gp.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs | torpedo,weaponPresets_bombguns_structural,yes,yes,
sm_79_1941_italy,it_500kg_gp,it_500kg_gp,Italy,508.0,500-999 kg,216.0,0.45,,2.4,,,it_500kg_gp.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs | torpedo,weaponPresets_bombguns_structural,yes,yes,
sm_79_1941_italy,it_50kg_t_vert,it_50kg_t_vert,Italy,58.0,<100 kg,25.0,0.252,,1.03,,,it_50kg_t_vert.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs | torpedo,weaponPresets_bombguns_structural,yes,yes,
sm_79_1942,it_100kg_t_vert,it_100kg_t_vert,Italy,100.0,100-249 kg,50.6,0.27,,1.3,,,it_100kg_t_vert.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs | torpedo,weaponPresets_bombguns_structural,yes,yes,
sm_79_1942,it_250kg_gp,it_250kg_gp,Italy,259.0,250-499 kg,125.7,0.43,,1.85,,,it_250kg_gp.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs | torpedo,weaponPresets_bombguns_structural,yes,yes,
sm_79_1942,it_500kg_gp,it_500kg_gp,Italy,508.0,500-999 kg,216.0,0.45,,2.4,,,it_500kg_gp.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs | torpedo,weaponPresets_bombguns_structural,yes,yes,
sm_79_1942,it_50kg_t_vert,it_50kg_t_vert,Italy,58.0,<100 kg,25.0,0.252,,1.03,,,it_50kg_t_vert.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs | torpedo,weaponPresets_bombguns_structural,yes,yes,
sm_79_1942_italy,it_100kg_t_vert,it_100kg_t_vert,Italy,100.0,100-249 kg,50.6,0.27,,1.3,,,it_100kg_t_vert.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs | torpedo,weaponPresets_bombguns_structural,yes,yes,
sm_79_1942_italy,it_250kg_gp,it_250kg_gp,Italy,259.0,250-499 kg,125.7,0.43,,1.85,,,it_250kg_gp.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs | torpedo,weaponPresets_bombguns_structural,yes,yes,
sm_79_1942_italy,it_500kg_gp,it_500kg_gp,Italy,508.0,500-999 kg,216.0,0.45,,2.4,,,it_500kg_gp.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs | torpedo,weaponPresets_bombguns_structural,yes,yes,
sm_79_1942_italy,it_50kg_t_vert,it_50kg_t_vert,Italy,58.0,<100 kg,25.0,0.252,,1.03,,,it_50kg_t_vert.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs | torpedo,weaponPresets_bombguns_structural,yes,yes,
sm_79_1943,it_100kg_t_vert,it_100kg_t_vert,Italy,100.0,100-249 kg,50.6,0.27,,1.3,,,it_100kg_t_vert.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs | torpedo,weaponPresets_bombguns_structural,yes,yes,
sm_79_1943,it_250kg_gp,it_250kg_gp,Italy,259.0,250-499 kg,125.7,0.43,,1.85,,,it_250kg_gp.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs | torpedo,weaponPresets_bombguns_structural,yes,yes,
sm_79_1943,it_500kg_gp,it_500kg_gp,Italy,508.0,500-999 kg,216.0,0.45,,2.4,,,it_500kg_gp.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs | torpedo,weaponPresets_bombguns_structural,yes,yes,
sm_79_1943,it_50kg_t_vert,it_50kg_t_vert,Italy,58.0,<100 kg,25.0,0.252,,1.03,,,it_50kg_t_vert.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs | torpedo,weaponPresets_bombguns_structural,yes,yes,
sm_79_1943_italy,it_100kg_t_vert,it_100kg_t_vert,Italy,100.0,100-249 kg,50.6,0.27,,1.3,,,it_100kg_t_vert.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs | torpedo,weaponPresets_bombguns_structural,yes,yes,
sm_79_1943_italy,it_250kg_gp,it_250kg_gp,Italy,259.0,250-499 kg,125.7,0.43,,1.85,,,it_250kg_gp.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs | torpedo,weaponPresets_bombguns_structural,yes,yes,
sm_79_1943_italy,it_500kg_gp,it_500kg_gp,Italy,508.0,500-999 kg,216.0,0.45,,2.4,,,it_500kg_gp.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs | torpedo,weaponPresets_bombguns_structural,yes,yes,
sm_79_1943_italy,it_50kg_t_vert,it_50kg_t_vert,Italy,58.0,<100 kg,25.0,0.252,,1.03,,,it_50kg_t_vert.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs | torpedo,weaponPresets_bombguns_structural,yes,yes,
sm_79_iar,it_100kg_t_vert,it_100kg_t_vert,Italy,100.0,100-249 kg,50.6,0.27,,1.3,,,it_100kg_t_vert.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs,weaponPresets_bombguns_structural,yes,yes,
sm_79_iar,it_250kg_gp,it_250kg_gp,Italy,259.0,250-499 kg,125.7,0.43,,1.85,,,it_250kg_gp.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs,weaponPresets_bombguns_structural,yes,yes,
sm_79_iar,it_500kg_gp,it_500kg_gp,Italy,508.0,500-999 kg,216.0,0.45,,2.4,,,it_500kg_gp.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs,weaponPresets_bombguns_structural,yes,yes,
sm_79_iar,it_50kg_t_vert,it_50kg_t_vert,Italy,58.0,<100 kg,25.0,0.252,,1.03,,,it_50kg_t_vert.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs,weaponPresets_bombguns_structural,yes,yes,
sm_79_iar_italy,it_100kg_t_vert,it_100kg_t_vert,Italy,100.0,100-249 kg,50.6,0.27,,1.3,,,it_100kg_t_vert.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs,weaponPresets_bombguns_structural,yes,yes,
sm_79_iar_italy,it_250kg_gp,it_250kg_gp,Italy,259.0,250-499 kg,125.7,0.43,,1.85,,,it_250kg_gp.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs,weaponPresets_bombguns_structural,yes,yes,
sm_79_iar_italy,it_500kg_gp,it_500kg_gp,Italy,508.0,500-999 kg,216.0,0.45,,2.4,,,it_500kg_gp.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs,weaponPresets_bombguns_structural,yes,yes,
sm_79_iar_italy,it_50kg_t_vert,it_50kg_t_vert,Italy,58.0,<100 kg,25.0,0.252,,1.03,,,it_50kg_t_vert.blkx,12_100kg_bombs | 12_100lb_bombs | 2_1000lb_bombs | 5_500lb_bombs,weaponPresets_bombguns_structural,yes,yes,
sm_91,it_100kg_t,it_100kg_t,Italy,100.0,100-249 kg,50.6,0.27,,1.3,,,it_100kg_t.blkx,sm_91_6x100kg_t | sm_91_6x50kg_t | sm_91_default,weaponPresets_bombguns_structural,yes,yes,
sm_91,it_50kg_t,it_50kg_t,Italy,58.0,<100 kg,25.0,0.252,,1.03,,,it_50kg_t.blkx,sm_91_6x100kg_t | sm_91_6x50kg_t | sm_91_default,weaponPresets_bombguns_structural,yes,yes,
so_8000_narval,us_1000lb_anm65_cone,us_1000lb_anm65_cone,USA,500.76,500-999 kg,269.9,0.477,,2.313,,,us_1000lb_anm65_cone.blkx,so_8000_narval_bombs_1000 | so_8000_narval_default | so_8000_narval_rockets | so_8000_narval_rockets_150,weaponPresets_bombguns_structural,yes,yes,
spitfire_f22_test,uk_250lbs,uk_250lbs,Great Britain,104.3,100-249 kg,30.7,0.259,,1.422,,,uk_250lbs.blkx,2x250lbs | 2x500lbs | 3x250lbs | 3x500lbs | 500lbs_2x250lbs | 6_rockets | default,weaponPresets_bombguns_structural,yes,yes,
spitfire_f22_test,uk_500lbs,uk_500lbs,Great Britain,213.1,100-249 kg,65.5,0.327,,1.793,,,uk_500lbs.blkx,2x250lbs | 2x500lbs | 3x250lbs | 3x500lbs | 500lbs_2x250lbs | 6_rockets | default,weaponPresets_bombguns_structural,yes,yes,
spitfire_fr_mk14e,uk_500lb_mc_mk1_mk4_long_tail_bomb,uk_500lb_mc_mk1_mk4_long_tail_bomb,Great Britain,231.7,100-249 kg,100.7,0.327,,1.793,,,uk_500lb_mc_mk1_mk4_long_tail_bomb.blkx,500lbs | default | spitfire_mk18e_500lbs_mc,weaponPresets_bombguns_structural,yes,yes,
spitfire_fr_mk14e,uk_500lbs,uk_500lbs,Great Britain,213.1,100-249 kg,65.5,0.327,,1.793,,,uk_500lbs.blkx,500lbs | default | spitfire_mk18e_500lbs_mc,weaponPresets_bombguns_structural,yes,yes,
